PacketID,Prediction,Action
4596,[0.85437894],Blocked
4597,[0.00100934],Allowed
4598,[0.00328443],Allowed
4599,[0.00098078],Allowed
4600,[0.00178851],Allowed
4601,[0.00869996],Allowed
4602,[0.00012431],Allowed
4603,[0.80355257],Blocked
4604,[4.8736095e-09],Allowed
4605,[0.00100284],Allowed
4606,[7.3207466e-06],Allowed
4607,[0.00737791],Allowed
4608,[0.00087927],Allowed
4609,[0.9994154],Blocked
4610,[0.99797004],Blocked
4611,[0.00672231],Allowed
4612,[0.9322644],Blocked
4613,[0.9863406],Blocked
4614,[0.92723984],Blocked
4615,[0.8680738],Blocked
4616,[0.7409046],Blocked
4617,[0.9982222],Blocked
4618,[0.73463166],Blocked
4619,[0.00354688],Allowed
4620,[0.01828242],Allowed
4621,[0.9999813],Blocked
4622,[0.],Allowed
4623,[0.00080356],Allowed
4624,[0.964816],Blocked
4625,[0.00287693],Allowed
4626,[0.05225772],Allowed
4627,[0.00313579],Allowed
4628,[0.00143118],Allowed
4629,[0.8467464],Blocked
4630,[0.8876131],Blocked
4631,[0.998587],Blocked
4632,[0.8840763],Blocked
4633,[0.00096549],Allowed
4634,[0.00052569],Allowed
4635,[0.00084595],Allowed
4636,[0.25442937],Allowed
4637,[0.96858305],Blocked
4638,[0.14094609],Allowed
4639,[0.9974689],Blocked
4640,[8.894583e-06],Allowed
4641,[0.0001408],Allowed
4642,[0.7720466],Blocked
4643,[0.01402127],Allowed
4644,[0.8756531],Blocked
4645,[1.0544445e-05],Allowed
4646,[0.01979992],Allowed
4647,[0.00020703],Allowed
4648,[0.00099907],Allowed
4649,[0.9991067],Blocked
4650,[0.00093214],Allowed
4651,[0.42235386],Allowed
4652,[0.9973875],Blocked
4653,[0.9916032],Blocked
4654,[0.00247195],Allowed
4655,[0.84165275],Blocked
4656,[1.8224726e-05],Allowed
4657,[0.00131155],Allowed
4658,[0.00103084],Allowed
4659,[0.8828875],Blocked
4660,[0.9998649],Blocked
4661,[0.9143587],Blocked
4662,[0.8638311],Blocked
4663,[0.8869919],Blocked
4664,[1.00304696e-07],Allowed
4665,[2.4313847e-05],Allowed
4666,[0.99860084],Blocked
4667,[0.00150154],Allowed
4668,[3.8656868e-05],Allowed
4669,[0.85350806],Blocked
4670,[0.9979916],Blocked
4671,[0.00095792],Allowed
4672,[0.00023337],Allowed
4673,[1.9795953e-05],Allowed
4674,[0.00173121],Allowed
4675,[0.5620595],Blocked
4676,[2.4678002e-06],Allowed
4677,[6.060328e-06],Allowed
4678,[7.30073e-06],Allowed
4679,[0.9984536],Blocked
4680,[0.0008915],Allowed
4681,[0.00012978],Allowed
4682,[0.2341599],Allowed
4683,[0.00100059],Allowed
4684,[0.99923176],Blocked
4685,[0.9120357],Blocked
4686,[3.7439127e-06],Allowed
4687,[0.00093098],Allowed
4688,[0.00723347],Allowed
4689,[0.9730793],Blocked
4690,[0.796948],Blocked
4691,[0.00134103],Allowed
4692,[0.00054645],Allowed
4693,[0.00070247],Allowed
4694,[0.99966455],Blocked
4695,[1.5377626e-06],Allowed
4696,[0.99439734],Blocked
4697,[0.86787885],Blocked
4698,[0.00043588],Allowed
4699,[0.00020176],Allowed
4700,[0.00091249],Allowed
4701,[0.76480395],Blocked
4702,[0.00035435],Allowed
4703,[0.8130249],Blocked
4704,[9.014533e-05],Allowed
4705,[0.18167147],Allowed
4706,[0.9246745],Blocked
4707,[0.00016859],Allowed
4708,[0.00015712],Allowed
4709,[0.98785764],Blocked
4710,[0.993656],Blocked
4711,[0.8712519],Blocked
4712,[0.00010821],Allowed
4713,[0.00099989],Allowed
4714,[0.89666456],Blocked
4715,[0.00025005],Allowed
4716,[0.16766854],Allowed
4717,[0.00094523],Allowed
4718,[0.00463316],Allowed
4719,[0.5477024],Blocked
4720,[0.91880804],Blocked
4721,[0.9999783],Blocked
4722,[0.9999975],Blocked
4723,[0.8725773],Blocked
4724,[0.653482],Blocked
4725,[0.0001184],Allowed
4726,[0.9610909],Blocked
4727,[0.6976623],Blocked
4728,[0.8431156],Blocked
4729,[0.00153711],Allowed
4730,[0.9770733],Blocked
4731,[0.00120412],Allowed
4732,[0.9847054],Blocked
4733,[9.1678536e-05],Allowed
4734,[0.9255164],Blocked
4735,[0.00185901],Allowed
4736,[0.25680602],Allowed
4737,[0.8661111],Blocked
4738,[0.99987596],Blocked
4739,[1.1872639e-06],Allowed
4740,[0.99611175],Blocked
4741,[3.1275704e-05],Allowed
4742,[0.8129435],Blocked
4743,[0.00089535],Allowed
4744,[0.96771574],Blocked
4745,[0.00052276],Allowed
4746,[0.00084378],Allowed
4747,[0.9992331],Blocked
4748,[4.788506e-05],Allowed
4749,[0.00097523],Allowed
4750,[0.06049135],Allowed
4751,[0.9752414],Blocked
4752,[0.85762995],Blocked
4753,[0.38923398],Allowed
4754,[0.00098752],Allowed
4755,[0.9993292],Blocked
4756,[0.00023865],Allowed
4757,[0.87496436],Blocked
4758,[0.99993384],Blocked
4759,[0.9977698],Blocked
4760,[0.9961785],Blocked
4761,[0.6190829],Blocked
4762,[0.6396384],Blocked
4763,[0.18313491],Allowed
4764,[0.00056749],Allowed
4765,[0.850945],Blocked
4766,[0.00098854],Allowed
4767,[0.9996495],Blocked
4768,[3.9054053e-06],Allowed
4769,[0.9993658],Blocked
4770,[0.13165358],Allowed
4771,[0.6824665],Blocked
4772,[0.85064876],Blocked
4773,[0.00300601],Allowed
4774,[0.2328533],Allowed
4775,[0.66678196],Blocked
4776,[0.9857393],Blocked
4777,[0.93646485],Blocked
4778,[0.00199111],Allowed
4779,[7.9989855e-05],Allowed
4780,[0.9983805],Blocked
4781,[0.69838953],Blocked
4782,[0.9063938],Blocked
4783,[0.0016042],Allowed
4784,[0.6277088],Blocked
4785,[0.8495266],Blocked
4786,[0.02460741],Allowed
4787,[3.0784838e-07],Allowed
4788,[0.9999254],Blocked
4789,[0.00120547],Allowed
4790,[0.00078668],Allowed
4791,[0.994716],Blocked
4792,[0.9750792],Blocked
4793,[0.99485725],Blocked
4794,[0.99867517],Blocked
4795,[0.5833857],Blocked
4796,[0.00020653],Allowed
4797,[0.00023204],Allowed
4798,[4.506629e-06],Allowed
4799,[0.00100074],Allowed
4800,[0.00315994],Allowed
4801,[0.99118483],Blocked
4802,[0.00330819],Allowed
4803,[0.9368841],Blocked
4804,[0.43387648],Allowed
4805,[0.91176355],Blocked
4806,[0.99878234],Blocked
4807,[0.00105567],Allowed
4808,[1.8707005e-05],Allowed
4809,[0.00084169],Allowed
4810,[0.00068647],Allowed
4811,[0.9985225],Blocked
4812,[0.00333915],Allowed
4813,[0.01891132],Allowed
4814,[0.9999381],Blocked
4815,[0.00017918],Allowed
4816,[0.38727084],Allowed
4817,[0.99997216],Blocked
4818,[0.7102888],Blocked
4819,[0.00013579],Allowed
4820,[0.99753666],Blocked
4821,[0.00097228],Allowed
4822,[0.9970585],Blocked
4823,[0.5936424],Blocked
4824,[0.9997098],Blocked
4825,[0.99738306],Blocked
4826,[0.00016687],Allowed
4827,[0.00153399],Allowed
4828,[0.80827886],Blocked
4829,[0.00095676],Allowed
4830,[0.96542263],Blocked
4831,[0.9851652],Blocked
4832,[0.00095531],Allowed
4833,[0.8755203],Blocked
4834,[0.00077724],Allowed
4835,[0.8670703],Blocked
4836,[0.99992645],Blocked
4837,[0.84833187],Blocked
4838,[0.84485316],Blocked
4839,[0.00124922],Allowed
4840,[0.9997447],Blocked
4841,[0.9299044],Blocked
4842,[0.00022018],Allowed
4843,[0.68920285],Blocked
4844,[0.59591216],Blocked
4845,[3.3613795e-25],Allowed
4846,[0.00020816],Allowed
4847,[0.987107],Blocked
4848,[0.00089811],Allowed
4849,[0.81702936],Blocked
4850,[0.00095438],Allowed
4851,[0.00265613],Allowed
4852,[0.00011226],Allowed
4853,[0.93425727],Blocked
4854,[0.7066999],Blocked
4855,[0.98997575],Blocked
4856,[0.00104024],Allowed
4857,[0.99249965],Blocked
4858,[0.9858672],Blocked
4859,[0.9171701],Blocked
4860,[0.00023371],Allowed
4861,[0.9188274],Blocked
4862,[0.00085147],Allowed
4863,[0.30503523],Allowed
4864,[0.0002183],Allowed
4865,[0.00037081],Allowed
4866,[0.99905],Blocked
4867,[0.00089133],Allowed
4868,[0.9479707],Blocked
4869,[0.00049735],Allowed
4870,[0.9953056],Blocked
4871,[0.00021018],Allowed
4872,[0.00100306],Allowed
4873,[0.00211597],Allowed
4874,[0.00018311],Allowed
4875,[0.96194255],Blocked
4876,[0.9627051],Blocked
4877,[0.8082409],Blocked
4878,[0.88748205],Blocked
4879,[0.99065685],Blocked
4880,[0.87716323],Blocked
4881,[0.00104347],Allowed
4882,[0.97655797],Blocked
4883,[0.00019918],Allowed
4884,[0.9877964],Blocked
4885,[0.8348535],Blocked
4886,[0.00322804],Allowed
4887,[0.9867405],Blocked
4888,[0.9997986],Blocked
4889,[0.99996537],Blocked
4890,[1.7059676e-05],Allowed
4891,[0.00391233],Allowed
4892,[0.9830485],Blocked
4893,[0.972916],Blocked
4894,[0.8011519],Blocked
4895,[0.97705317],Blocked
4896,[9.378944e-06],Allowed
4897,[0.6425908],Blocked
4898,[0.94598913],Blocked
4899,[0.96641564],Blocked
4900,[0.8166477],Blocked
4901,[0.9090159],Blocked
4902,[0.00330633],Allowed
4903,[8.07206e-06],Allowed
4904,[0.88577056],Blocked
4905,[0.6653239],Blocked
4906,[5.138083e-06],Allowed
4907,[4.0590503e-06],Allowed
4908,[0.00022228],Allowed
4909,[0.79831314],Blocked
4910,[0.998785],Blocked
4911,[0.9990075],Blocked
4912,[0.00039839],Allowed
4913,[0.9901833],Blocked
4914,[0.8703202],Blocked
4915,[0.23535983],Allowed
4916,[0.99999565],Blocked
4917,[0.00897717],Allowed
4918,[0.9974828],Blocked
4919,[0.99998206],Blocked
4920,[0.9984729],Blocked
4921,[0.9900806],Blocked
4922,[0.84742683],Blocked
4923,[0.97522557],Blocked
4924,[1.7786222e-06],Allowed
4925,[0.96224445],Blocked
4926,[0.872252],Blocked
4927,[0.863234],Blocked
4928,[0.00093704],Allowed
4929,[0.6040861],Blocked
4930,[2.1440956e-06],Allowed
4931,[0.00013453],Allowed
4932,[0.00080873],Allowed
4933,[0.00101544],Allowed
4934,[0.99880695],Blocked
4935,[0.97072816],Blocked
4936,[3.1911086e-06],Allowed
4937,[0.8617303],Blocked
4938,[0.00151022],Allowed
4939,[0.0016666],Allowed
4940,[0.00128453],Allowed
4941,[0.00015621],Allowed
4942,[0.0009877],Allowed
4943,[0.14995117],Allowed
4944,[0.9998953],Blocked
4945,[0.00061459],Allowed
4946,[0.00248901],Allowed
4947,[0.00349015],Allowed
4948,[0.987914],Blocked
4949,[0.6257248],Blocked
4950,[1.0391638e-05],Allowed
4951,[0.99527025],Blocked
4952,[0.96621764],Blocked
4953,[0.9737149],Blocked
4954,[0.6906273],Blocked
4955,[0.999964],Blocked
4956,[4.096785e-06],Allowed
4957,[0.00270368],Allowed
4958,[0.00069623],Allowed
4959,[0.00019802],Allowed
4960,[0.9616146],Blocked
4961,[0.9991666],Blocked
4962,[0.00101744],Allowed
4963,[0.99999195],Blocked
4964,[0.99992645],Blocked
4965,[0.9999753],Blocked
4966,[0.00015359],Allowed
4967,[5.8247947e-06],Allowed
4968,[0.02233688],Allowed
4969,[0.00018189],Allowed
4970,[0.9695305],Blocked
4971,[0.00036575],Allowed
4972,[0.00037693],Allowed
4973,[4.865418e-09],Allowed
4974,[0.00026095],Allowed
4975,[0.00850691],Allowed
4976,[0.9995859],Blocked
4977,[0.00071164],Allowed
4978,[0.9983331],Blocked
4979,[0.9999893],Blocked
4980,[0.7956814],Blocked
4981,[0.00308988],Allowed
4982,[0.99689895],Blocked
4983,[0.00095577],Allowed
4984,[0.426066],Allowed
4985,[0.96264607],Blocked
4986,[0.00336418],Allowed
4987,[4.560783e-06],Allowed
4988,[3.340998e-05],Allowed
4989,[0.8633502],Blocked
4990,[0.00099741],Allowed
4991,[0.00096707],Allowed
4992,[0.9998483],Blocked
4993,[0.268296],Allowed
4994,[0.00016823],Allowed
4995,[0.4680821],Allowed
4996,[0.841598],Blocked
4997,[0.00120313],Allowed
4998,[1.0925018e-05],Allowed
4999,[2.965741e-05],Allowed
5000,[0.8836592],Blocked
5001,[1.2791927e-05],Allowed
5002,[0.00111164],Allowed
5003,[0.99989843],Blocked
5004,[0.99852604],Blocked
5005,[0.00158034],Allowed
5006,[0.7549958],Blocked
5007,[0.0006482],Allowed
5008,[9.245151e-06],Allowed
5009,[0.62246555],Blocked
5010,[0.00026105],Allowed
5011,[0.9694999],Blocked
5012,[1.4853205e-05],Allowed
5013,[0.00020849],Allowed
5014,[0.00099627],Allowed
5015,[0.00090163],Allowed
5016,[1.2807099e-05],Allowed
5017,[0.98663723],Blocked
5018,[0.00314244],Allowed
5019,[0.86583084],Blocked
5020,[0.00290897],Allowed
5021,[0.9906372],Blocked
5022,[0.63604915],Blocked
5023,[0.00012695],Allowed
5024,[0.000976],Allowed
5025,[0.92412186],Blocked
5026,[0.9998658],Blocked
5027,[0.8975412],Blocked
5028,[0.9496472],Blocked
5029,[3.2658459e-06],Allowed
5030,[0.669762],Blocked
5031,[0.99996096],Blocked
5032,[0.25040996],Allowed
5033,[3.7428745e-05],Allowed
5034,[0.84376526],Blocked
5035,[0.99690056],Blocked
5036,[0.00020323],Allowed
5037,[0.00292753],Allowed
5038,[0.00017324],Allowed
5039,[0.0009604],Allowed
5040,[0.00062216],Allowed
5041,[0.00325594],Allowed
5042,[0.9647329],Blocked
5043,[0.00101608],Allowed
5044,[0.9950592],Blocked
5045,[0.9999138],Blocked
5046,[0.00068879],Allowed
5047,[0.5540072],Blocked
5048,[0.983662],Blocked
5049,[0.7978342],Blocked
5050,[0.0009976],Allowed
5051,[0.00141374],Allowed
5052,[0.00078236],Allowed
5053,[0.00147433],Allowed
5054,[0.99999624],Blocked
5055,[0.9992731],Blocked
5056,[0.9623391],Blocked
5057,[0.00017751],Allowed
5058,[0.55895555],Blocked
5059,[0.01114275],Allowed
5060,[2.0827512e-05],Allowed
5061,[0.00909346],Allowed
5062,[0.99367464],Blocked
5063,[0.866553],Blocked
5064,[0.00026243],Allowed
5065,[0.00120319],Allowed
5066,[0.99998796],Blocked
5067,[0.99947584],Blocked
5068,[0.8575059],Blocked
5069,[0.00021561],Allowed
5070,[0.5694795],Blocked
5071,[0.41540235],Allowed
5072,[0.8801944],Blocked
5073,[0.00053829],Allowed
5074,[0.6302428],Blocked
5075,[0.9998278],Blocked
5076,[0.99987245],Blocked
5077,[0.00091598],Allowed
5078,[0.95964277],Blocked
5079,[0.00022386],Allowed
5080,[0.00132647],Allowed
5081,[0.00631277],Allowed
5082,[0.70248336],Blocked
5083,[0.91480887],Blocked
5084,[0.99072737],Blocked
5085,[0.99978924],Blocked
5086,[0.0013333],Allowed
5087,[0.9999884],Blocked
5088,[0.00095263],Allowed
5089,[0.9277654],Blocked
5090,[8.9745745e-06],Allowed
5091,[0.01333884],Allowed
5092,[0.8551932],Blocked
5093,[0.98405],Blocked
5094,[0.7302035],Blocked
5095,[0.29518223],Allowed
5096,[0.00104371],Allowed
5097,[0.00265931],Allowed
5098,[0.99662304],Blocked
5099,[0.0002698],Allowed
5100,[0.00078407],Allowed
5101,[0.35444677],Allowed
5102,[0.99992645],Blocked
5103,[0.99842435],Blocked
5104,[0.0001836],Allowed
5105,[0.5970675],Blocked
5106,[0.00073237],Allowed
5107,[0.9997118],Blocked
5108,[1.6926304e-05],Allowed
5109,[0.01280679],Allowed
5110,[0.00109456],Allowed
5111,[0.9863743],Blocked
5112,[0.00019397],Allowed
5113,[0.7524265],Blocked
5114,[0.00527776],Allowed
5115,[0.00013308],Allowed
5116,[8.30085e-06],Allowed
5117,[0.00011933],Allowed
5118,[0.00156336],Allowed
5119,[0.00098199],Allowed
5120,[0.00271493],Allowed
5121,[0.9940246],Blocked
5122,[0.01696018],Allowed
5123,[0.99364805],Blocked
5124,[0.00297152],Allowed
5125,[0.8979086],Blocked
5126,[0.99897647],Blocked
5127,[0.9995255],Blocked
5128,[0.00181875],Allowed
5129,[0.21151063],Allowed
5130,[1.2925135e-05],Allowed
5131,[2.5143107e-08],Allowed
5132,[0.00374471],Allowed
5133,[0.00209553],Allowed
5134,[0.00724999],Allowed
5135,[0.00309038],Allowed
5136,[0.00292293],Allowed
5137,[0.95248806],Blocked
5138,[0.9992922],Blocked
5139,[0.99869776],Blocked
5140,[0.00674047],Allowed
5141,[0.6240243],Blocked
5142,[0.9998219],Blocked
5143,[0.00093393],Allowed
5144,[9.275275e-05],Allowed
5145,[0.00056506],Allowed
5146,[0.9658083],Blocked
5147,[0.23838256],Allowed
5148,[0.81623685],Blocked
5149,[0.24464415],Allowed
5150,[0.24917328],Allowed
5151,[0.8298189],Blocked
5152,[0.9971036],Blocked
5153,[0.7846935],Blocked
5154,[0.00019024],Allowed
5155,[0.729694],Blocked
5156,[0.6012689],Blocked
5157,[0.00101632],Allowed
5158,[0.99436396],Blocked
5159,[0.00348947],Allowed
5160,[0.40954855],Allowed
5161,[0.00372912],Allowed
5162,[3.6930807e-05],Allowed
5163,[0.00021943],Allowed
5164,[0.03210065],Allowed
5165,[0.4348269],Allowed
5166,[0.4932125],Allowed
5167,[0.00090207],Allowed
5168,[0.8699263],Blocked
5169,[0.00105654],Allowed
5170,[0.00085985],Allowed
5171,[0.8960899],Blocked
5172,[0.85728586],Blocked
5173,[0.5918672],Blocked
5174,[0.00102043],Allowed
5175,[0.0014747],Allowed
5176,[0.9998147],Blocked
5177,[0.00931846],Allowed
5178,[0.9751821],Blocked
5179,[0.00386721],Allowed
5180,[0.86673504],Blocked
5181,[0.00316115],Allowed
5182,[0.00152922],Allowed
5183,[0.99969965],Blocked
5184,[0.9975004],Blocked
5185,[0.0022528],Allowed
5186,[0.99141294],Blocked
5187,[0.63661885],Blocked
5188,[0.99969965],Blocked
5189,[0.9429388],Blocked
5190,[0.00578567],Allowed
5191,[0.9999645],Blocked
5192,[0.9965555],Blocked
5193,[0.00015075],Allowed
5194,[0.00033586],Allowed
5195,[0.00070661],Allowed
5196,[0.00116343],Allowed
5197,[0.9884461],Blocked
5198,[0.9782626],Blocked
5199,[0.99876904],Blocked
5200,[0.8684983],Blocked
5201,[0.9943551],Blocked
5202,[0.998334],Blocked
5203,[0.37174922],Allowed
5204,[1.9597821e-05],Allowed
5205,[0.8442092],Blocked
5206,[0.1837863],Allowed
5207,[0.62262577],Blocked
5208,[0.00223849],Allowed
5209,[0.00248969],Allowed
5210,[0.00056952],Allowed
5211,[0.00563373],Allowed
5212,[0.8759205],Blocked
5213,[0.9984688],Blocked
5214,[0.999996],Blocked
5215,[0.8628319],Blocked
5216,[0.00102792],Allowed
5217,[0.8244109],Blocked
5218,[1.3400051e-05],Allowed
5219,[0.00117149],Allowed
5220,[0.84723943],Blocked
5221,[0.00021695],Allowed
5222,[0.9999371],Blocked
5223,[0.00302147],Allowed
5224,[0.99753207],Blocked
5225,[0.00013941],Allowed
5226,[0.00093731],Allowed
5227,[4.1444728e-05],Allowed
5228,[0.8293046],Blocked
5229,[0.6815653],Blocked
5230,[4.6720556e-06],Allowed
5231,[4.8766246e-06],Allowed
5232,[0.00109858],Allowed
5233,[0.984086],Blocked
5234,[0.00087217],Allowed
5235,[0.00101395],Allowed
5236,[0.92615336],Blocked
5237,[0.00017622],Allowed
5238,[0.00100264],Allowed
5239,[0.866471],Blocked
5240,[0.00093379],Allowed
5241,[0.7493347],Blocked
5242,[0.00332711],Allowed
5243,[0.8013316],Blocked
5244,[0.7140419],Blocked
5245,[0.9999985],Blocked
5246,[0.00736827],Allowed
5247,[0.8539814],Blocked
5248,[0.00127706],Allowed
5249,[9.133596e-05],Allowed
5250,[0.00015295],Allowed
5251,[0.0044151],Allowed
5252,[0.00020826],Allowed
5253,[0.99126554],Blocked
5254,[3.5815574e-05],Allowed
5255,[0.74049896],Blocked
5256,[0.00325081],Allowed
5257,[0.0017078],Allowed
5258,[0.0001664],Allowed
5259,[0.39865667],Allowed
5260,[0.00055743],Allowed
5261,[0.00094382],Allowed
5262,[0.6318676],Blocked
5263,[0.0013035],Allowed
5264,[0.77454674],Blocked
5265,[0.71835494],Blocked
5266,[0.99981576],Blocked
5267,[6.07073e-05],Allowed
5268,[0.00104606],Allowed
5269,[0.73353946],Blocked
5270,[0.0049549],Allowed
5271,[0.00020491],Allowed
5272,[0.98983616],Blocked
5273,[0.00010019],Allowed
5274,[0.00119179],Allowed
5275,[0.00096367],Allowed
5276,[0.00230462],Allowed
5277,[0.13479401],Allowed
5278,[0.00095461],Allowed
5279,[0.8675897],Blocked
5280,[0.9949199],Blocked
5281,[0.00056475],Allowed
5282,[0.30923966],Allowed
5283,[0.9997594],Blocked
5284,[0.01779703],Allowed
5285,[0.96251684],Blocked
5286,[0.504122],Blocked
5287,[0.01310993],Allowed
5288,[0.76280475],Blocked
5289,[0.9887452],Blocked
5290,[0.75597507],Blocked
5291,[2.7828578e-06],Allowed
5292,[0.97937363],Blocked
5293,[0.7327222],Blocked
5294,[0.8760007],Blocked
5295,[0.0004054],Allowed
5296,[0.6839147],Blocked
5297,[0.00094602],Allowed
5298,[0.9468289],Blocked
5299,[0.9670308],Blocked
5300,[0.51176536],Blocked
5301,[1.7005148e-05],Allowed
5302,[0.00241479],Allowed
5303,[0.00064627],Allowed
5304,[0.966806],Blocked
5305,[0.9999046],Blocked
5306,[0.00104107],Allowed
5307,[0.00014008],Allowed
5308,[0.9665501],Blocked
5309,[2.2874613e-06],Allowed
5310,[3.0229098e-06],Allowed
5311,[0.8516191],Blocked
5312,[0.01622077],Allowed
5313,[0.63864756],Blocked
5314,[0.9792593],Blocked
5315,[0.9652707],Blocked
5316,[0.61521703],Blocked
5317,[0.00164725],Allowed
5318,[0.82237613],Blocked
5319,[0.00278088],Allowed
5320,[0.00053082],Allowed
5321,[0.99898696],Blocked
5322,[0.00046988],Allowed
5323,[4.655261e-38],Allowed
5324,[0.99989927],Blocked
5325,[0.00018165],Allowed
5326,[0.75560135],Blocked
5327,[7.885713e-05],Allowed
5328,[0.00707892],Allowed
5329,[6.823644e-06],Allowed
5330,[0.9764563],Blocked
5331,[0.8633289],Blocked
5332,[0.00105035],Allowed
5333,[0.00094211],Allowed
5334,[0.00017321],Allowed
5335,[0.95850825],Blocked
5336,[0.00014534],Allowed
5337,[0.00105902],Allowed
5338,[0.00020332],Allowed
5339,[0.00247905],Allowed
5340,[0.90675914],Blocked
5341,[0.8450431],Blocked
5342,[0.63879025],Blocked
5343,[0.65256995],Blocked
5344,[0.00117243],Allowed
5345,[0.99505913],Blocked
5346,[0.00017291],Allowed
5347,[0.00203496],Allowed
5348,[0.03467526],Allowed
5349,[0.6873484],Blocked
5350,[0.00124561],Allowed
5351,[0.99908304],Blocked
5352,[0.8627662],Blocked
5353,[0.00159386],Allowed
5354,[0.9996249],Blocked
5355,[0.00241579],Allowed
5356,[0.00021394],Allowed
5357,[1.8658364e-05],Allowed
5358,[0.8832213],Blocked
5359,[0.9698753],Blocked
5360,[0.00133158],Allowed
5361,[0.0002289],Allowed
5362,[0.52608675],Blocked
5363,[0.94883746],Blocked
5364,[0.00077228],Allowed
5365,[0.9999227],Blocked
5366,[0.97714347],Blocked
5367,[0.0011026],Allowed
5368,[0.62275255],Blocked
5369,[0.00365938],Allowed
5370,[0.00480838],Allowed
5371,[1.8620593e-05],Allowed
5372,[0.00208582],Allowed
5373,[0.00265658],Allowed
5374,[0.00017835],Allowed
5375,[0.9307032],Blocked
5376,[0.8129619],Blocked
5377,[0.0001507],Allowed
5378,[0.00103036],Allowed
5379,[0.9225598],Blocked
5380,[4.714086e-06],Allowed
5381,[0.99960065],Blocked
5382,[0.9998007],Blocked
5383,[0.00112483],Allowed
5384,[0.0010168],Allowed
5385,[0.75205714],Blocked
5386,[0.99047935],Blocked
5387,[0.0010123],Allowed
5388,[0.8969566],Blocked
5389,[1.4111538e-05],Allowed
5390,[0.96744305],Blocked
5391,[0.00095942],Allowed
5392,[0.00112362],Allowed
5393,[0.9729263],Blocked
5394,[0.16653466],Allowed
5395,[0.00519323],Allowed
5396,[0.8480951],Blocked
5397,[0.0002089],Allowed
5398,[0.00891855],Allowed
5399,[0.00402499],Allowed
5400,[0.6378298],Blocked
5401,[0.00229245],Allowed
5402,[0.9897618],Blocked
5403,[0.98379624],Blocked
5404,[4.0454486e-07],Allowed
5405,[0.00147956],Allowed
5406,[0.9971227],Blocked
5407,[0.00306409],Allowed
5408,[0.9232432],Blocked
5409,[0.9646593],Blocked
5410,[0.00258706],Allowed
5411,[0.9979713],Blocked
5412,[0.9860173],Blocked
5413,[0.98307735],Blocked
5414,[0.7632437],Blocked
5415,[0.00056087],Allowed
5416,[0.98665786],Blocked
5417,[0.00094096],Allowed
5418,[0.00105911],Allowed
5419,[1.0718096e-05],Allowed
5420,[0.9964588],Blocked
5421,[0.79775274],Blocked
5422,[0.00183235],Allowed
5423,[0.5056372],Blocked
5424,[0.31882125],Allowed
5425,[0.84236056],Blocked
5426,[0.99709433],Blocked
5427,[0.99106133],Blocked
5428,[0.9998631],Blocked
5429,[0.54921424],Blocked
5430,[0.00244761],Allowed
5431,[0.01498806],Allowed
5432,[0.99966884],Blocked
5433,[0.9998709],Blocked
5434,[0.99333465],Blocked
5435,[0.09735804],Allowed
5436,[0.0003394],Allowed
5437,[0.885075],Blocked
5438,[0.73702586],Blocked
5439,[0.00167687],Allowed
5440,[0.7994725],Blocked
5441,[0.00094297],Allowed
5442,[0.00091476],Allowed
5443,[0.54177547],Blocked
5444,[0.9349569],Blocked
5445,[0.00042604],Allowed
5446,[0.9938983],Blocked
5447,[0.959957],Blocked
5448,[0.45623115],Allowed
5449,[0.86231154],Blocked
5450,[0.00134938],Allowed
5451,[0.8687161],Blocked
5452,[0.8706324],Blocked
5453,[0.9708122],Blocked
5454,[0.8713398],Blocked
5455,[0.00022397],Allowed
5456,[0.999942],Blocked
5457,[0.9999984],Blocked
5458,[0.00358371],Allowed
5459,[0.9916184],Blocked
5460,[4.8207207e-06],Allowed
5461,[0.00084498],Allowed
5462,[0.5590868],Blocked
5463,[0.95248556],Blocked
5464,[0.93857116],Blocked
5465,[0.00019647],Allowed
5466,[0.00095507],Allowed
5467,[0.87144476],Blocked
5468,[0.9983392],Blocked
5469,[0.9751564],Blocked
5470,[0.23454319],Allowed
5471,[0.00273738],Allowed
5472,[0.8600472],Blocked
5473,[0.98973113],Blocked
5474,[9.643648e-05],Allowed
5475,[0.00090257],Allowed
5476,[0.00095283],Allowed
5477,[0.0001309],Allowed
5478,[0.79300046],Blocked
5479,[0.9980737],Blocked
5480,[0.00099027],Allowed
5481,[0.81434387],Blocked
5482,[3.9030256e-05],Allowed
5483,[0.9985394],Blocked
5484,[0.00183415],Allowed
5485,[4.202481e-06],Allowed
5486,[0.989717],Blocked
5487,[0.01793364],Allowed
5488,[0.9893942],Blocked
5489,[0.66393995],Blocked
5490,[0.48908657],Allowed
5491,[0.00362459],Allowed
5492,[0.8654375],Blocked
5493,[0.8649474],Blocked
5494,[0.99830747],Blocked
5495,[0.86859304],Blocked
5496,[0.8434435],Blocked
5497,[0.00154229],Allowed
5498,[0.234557],Allowed
5499,[0.00095621],Allowed
5500,[0.94615346],Blocked
5501,[1.89463e-06],Allowed
5502,[4.5255233e-06],Allowed
5503,[0.98005974],Blocked
5504,[0.0002243],Allowed
5505,[0.00103239],Allowed
5506,[0.9992836],Blocked
5507,[0.0002623],Allowed
5508,[0.00015345],Allowed
5509,[0.00077924],Allowed
5510,[0.980391],Blocked
5511,[0.00297237],Allowed
5512,[0.9999685],Blocked
5513,[0.99984396],Blocked
5514,[2.749692e-06],Allowed
5515,[0.8751365],Blocked
